sales_key,sales_code,sales_date_key,customer_key,employee_key,store_key,payment_key,promotion_key,sales_status,invoice_number
167,SAL000167,20240409,52,269,23,8,,Completed,INV-202404-000167
168,SAL000168,20250910,259,103,9,16,5.0,Completed,INV-202509-000168
169,SAL000169,20230725,863,164,14,3,,Completed,INV-202307-000169
170,SAL000170,20240709,756,164,14,18,,Completed,INV-202407-000170
171,SAL000171,20220822,450,185,16,16,,Completed,INV-202208-000171
172,SAL000172,20240701,785,189,16,6,,Pending,INV-202407-000172
173,SAL000173,20220410,334,13,2,15,,Completed,INV-202204-000173
174,SAL000174,20220206,722,131,11,10,,Completed,INV-202202-000174
175,SAL000175,20220108,212,71,6,14,,Completed,INV-202201-000175
176,SAL000176,20220406,993,300,25,4,,Completed,INV-202204-000176
177,SAL000177,20230716,499,297,25,16,,Completed,INV-202307-000177
178,SAL000178,20260401,119,196,17,14,22.0,Completed,INV-202604-000178
179,SAL000179,20230707,191,172,15,5,,Completed,INV-202307-000179
180,SAL000180,20230111,699,253,22,8,,Pending,INV-202301-000180
181,SAL000181,20220914,260,40,4,7,,Completed,INV-202209-000181
182,SAL000182,20251012,947,127,11,14,25.0,Completed,INV-202510-000182
183,SAL000183,20230519,766,86,8,15,,Completed,INV-202305-000183
184,SAL000184,20250201,933,43,4,4,,Cancelled,INV-202502-000184
185,SAL000185,20250112,298,180,15,15,,Completed,INV-202501-000185
186,SAL000186,20250112,649,135,12,3,,Completed,INV-202501-000186
187,SAL000187,20230908,934,158,14,10,,Completed,INV-202309-000187
188,SAL000188,20221130,598,97,9,17,,Completed,INV-202211-000188
189,SAL000189,20260530,888,101,9,4,4.0,Completed,INV-202605-000189
190,SAL000190,20240202,229,206,18,10,,Completed,INV-202402-000190
191,SAL000191,20250119,283,192,16,7,,Completed,INV-202501-000191
192,SAL000192,20230220,670,14,2,7,,Completed,INV-202302-000192
193,SAL000193,20220430,983,20,2,8,,Completed,INV-202204-000193
194,SAL000194,20221217,693,196,17,1,,Completed,INV-202212-000194
195,SAL000195,20220501,351,227,19,6,,Completed,INV-202205-000195
196,SAL000196,20250522,143,263,22,13,,Completed,INV-202505-000196
197,SAL000197,20230123,425,127,11,2,,Completed,INV-202301-000197
198,SAL000198,20220521,868,236,20,16,,Completed,INV-202205-000198
199,SAL000199,20230710,641,184,16,18,,Completed,INV-202307-000199
200,SAL000200,20250131,667,47,4,13,25.0,Completed,INV-202501-000200
201,SAL000201,20250615,250,264,22,12,5.0,Completed,INV-202506-000201
202,SAL000202,20240902,712,114,10,10,17.0,Completed,INV-202409-000202
203,SAL000203,20240223,362,30,3,16,,Completed,INV-202402-000203
204,SAL000204,20220915,2,28,3,3,,Completed,INV-202209-000204
205,SAL000205,20230831,26,178,15,4,,Completed,INV-202308-000205
206,SAL000206,20230413,640,115,10,13,,Completed,INV-202304-000206
207,SAL000207,20250122,787,272,23,2,40.0,Completed,INV-202501-000207
208,SAL000208,20230823,494,159,14,2,,Pending,INV-202308-000208
209,SAL000209,20240201,675,119,10,7,,Completed,INV-202402-000209
210,SAL000210,20230417,214,72,6,3,,Completed,INV-202304-000210
211,SAL000211,20220516,140,130,11,9,,Completed,INV-202205-000211
212,SAL000212,20240721,51,179,15,8,,Completed,INV-202407-000212
213,SAL000213,20250501,326,34,3,15,,Completed,INV-202505-000213
214,SAL000214,20230223,390,227,19,6,,Completed,INV-202302-000214
215,SAL000215,20220618,608,64,6,8,,Completed,INV-202206-000215
216,SAL000216,20260619,927,94,8,17,,Completed,INV-202606-000216
217,SAL000217,20220225,168,286,24,11,,Completed,INV-202202-000217
218,SAL000218,20221114,845,126,11,9,,Completed,INV-202211-000218
219,SAL000219,20250614,258,91,8,14,26.0,Completed,INV-202506-000219
220,SAL000220,20260129,996,25,3,8,,Completed,INV-202601-000220
221,SAL000221,20220808,397,256,22,18,,Completed,INV-202208-000221
222,SAL000222,20220725,483,101,9,13,,Completed,INV-202207-000222
223,SAL000223,20240513,67,186,16,12,,Completed,INV-202405-000223
224,SAL000224,20250417,550,199,17,6,34.0,Completed,INV-202504-000224
225,SAL000225,20250711,530,274,23,3,27.0,Completed,INV-202507-000225
226,SAL000226,20230526,743,136,12,12,,Completed,INV-202305-000226
227,SAL000227,20230112,850,228,19,4,,Completed,INV-202301-000227
228,SAL000228,20251211,315,286,24,18,,Completed,INV-202512-000228
229,SAL000229,20221229,316,154,13,5,,Completed,INV-202212-000229
230,SAL000230,20250109,671,264,22,1,,Completed,INV-202501-000230
231,SAL000231,20240127,717,138,12,16,,Completed,INV-202401-000231
232,SAL000232,20250529,311,130,11,17,,Completed,INV-202505-000232
233,SAL000233,20260209,461,245,21,16,,Completed,INV-202602-000233
234,SAL000234,20251104,406,29,3,6,,Completed,INV-202511-000234
235,SAL000235,20250802,893,240,20,7,18.0,Completed,INV-202508-000235
236,SAL000236,20250320,475,241,21,18,,Completed,INV-202503-000236
237,SAL000237,20250123,664,98,9,11,,Completed,INV-202501-000237
238,SAL000238,20250615,234,137,12,1,,Completed,INV-202506-000238
239,SAL000239,20240927,414,24,2,8,,Completed,INV-202409-000239
240,SAL000240,20230605,891,236,20,8,,Completed,INV-202306-000240
241,SAL000241,20220426,617,173,15,9,,Completed,INV-202204-000241
242,SAL000242,20230707,427,251,21,2,,Completed,INV-202307-000242
243,SAL000243,20250303,252,220,19,8,27.0,Completed,INV-202503-000243
244,SAL000244,20220414,716,171,15,18,,Completed,INV-202204-000244
245,SAL000245,20230703,906,207,18,13,,Completed,INV-202307-000245
246,SAL000246,20220502,782,155,13,2,,Completed,INV-202205-000246
247,SAL000247,20251010,775,202,17,17,,Completed,INV-202510-000247
248,SAL000248,20240912,436,37,4,5,,Completed,INV-202409-000248
249,SAL000249,20251209,753,127,11,14,,Completed,INV-202512-000249
250,SAL000250,20240330,808,119,10,13,,Completed,INV-202403-000250
251,SAL000251,20241105,188,35,3,1,,Completed,INV-202411-000251
252,SAL000252,20260414,405,49,5,2,,Completed,INV-202604-000252
253,SAL000253,20241214,813,38,4,3,,Pending,INV-202412-000253
254,SAL000254,20220626,495,281,24,13,,Completed,INV-202206-000254
255,SAL000255,20220503,259,228,19,11,,Completed,INV-202205-000255
256,SAL000256,20260520,611,280,24,6,,Completed,INV-202605-000256
257,SAL000257,20230813,968,107,9,9,,Completed,INV-202308-000257
258,SAL000258,20231029,827,38,4,18,,Completed,INV-202310-000258
259,SAL000259,20241006,405,208,18,17,17.0,Completed,INV-202410-000259
260,SAL000260,20230517,695,297,25,1,,Completed,INV-202305-000260
261,SAL000261,20250222,485,36,3,14,,Completed,INV-202502-000261
262,SAL000262,20251103,792,25,3,8,,Completed,INV-202511-000262
263,SAL000263,20240331,495,215,18,16,,Completed,INV-202403-000263
264,SAL000264,20220611,689,279,24,17,,Completed,INV-202206-000264
265,SAL000265,20240221,128,254,22,13,,Completed,INV-202402-000265
266,SAL000266,20230915,586,256,22,12,,Completed,INV-202309-000266
267,SAL000267,20230327,820,128,11,9,,Completed,INV-202303-000267
268,SAL000268,20220316,310,130,11,5,,Completed,INV-202203-000268
269,SAL000269,20241005,924,152,13,3,,Completed,INV-202410-000269
270,SAL000270,20220510,187,55,5,14,,Completed,INV-202205-000270
271,SAL000271,20250124,580,222,19,15,36.0,Completed,INV-202501-000271
272,SAL000272,20240226,369,99,9,13,,Completed,INV-202402-000272
273,SAL000273,20221223,541,62,6,5,,Completed,INV-202212-000273
274,SAL000274,20240402,794,135,12,15,,Completed,INV-202404-000274
275,SAL000275,20220731,351,88,8,13,,Completed,INV-202207-000275
276,SAL000276,20230201,857,54,5,3,,Completed,INV-202302-000276
277,SAL000277,20240331,712,224,19,3,,Completed,INV-202403-000277
278,SAL000278,20220704,97,92,8,16,,Completed,INV-202207-000278
279,SAL000279,20260327,55,152,13,5,8.0,Completed,INV-202603-000279
280,SAL000280,20220512,618,210,18,5,,Completed,INV-202205-000280
281,SAL000281,20260412,377,95,8,10,,Completed,INV-202604-000281
282,SAL000282,20230311,416,117,10,2,,Completed,INV-202303-000282
283,SAL000283,20220825,743,168,14,9,,Completed,INV-202208-000283
284,SAL000284,20240222,47,253,22,3,,Completed,INV-202402-000284
285,SAL000285,20260414,276,59,5,12,,Completed,INV-202604-000285
286,SAL000286,20220922,102,101,9,16,,Completed,INV-202209-000286
287,SAL000287,20230724,753,147,13,2,,Completed,INV-202307-000287
288,SAL000288,20251018,233,150,13,17,25.0,Completed,INV-202510-000288
289,SAL000289,20230920,294,188,16,17,,Completed,INV-202309-000289
290,SAL000290,20230112,906,86,8,6,,Completed,INV-202301-000290
291,SAL000291,20260420,686,47,4,10,47.0,Completed,INV-202604-000291
292,SAL000292,20240512,565,296,25,6,,Completed,INV-202405-000292
293,SAL000293,20231007,322,134,12,17,,Completed,INV-202310-000293
294,SAL000294,20251101,621,163,14,10,,Completed,INV-202511-000294
295,SAL000295,20220330,273,133,12,4,,Completed,INV-202203-000295
296,SAL000296,20250705,29,33,3,8,,Completed,INV-202507-000296
297,SAL000297,20240828,455,70,6,12,,Completed,INV-202408-000297
298,SAL000298,20250322,184,130,11,11,,Completed,INV-202503-000298
299,SAL000299,20260620,963,121,11,10,,Completed,INV-202606-000299
300,SAL000300,20230724,315,236,20,9,,Completed,INV-202307-000300
301,SAL000301,20250315,261,287,24,4,,Completed,INV-202503-000301
302,SAL000302,20230723,904,244,21,7,,Completed,INV-202307-000302
303,SAL000303,20260524,941,52,5,18,,Completed,INV-202605-000303
304,SAL000304,20220318,489,232,20,18,,Completed,INV-202203-000304
305,SAL000305,20220426,335,274,23,11,,Completed,INV-202204-000305
306,SAL000306,20220702,277,240,20,11,,Completed,INV-202207-000306
307,SAL000307,20260629,583,222,19,10,42.0,Completed,INV-202606-000307
308,SAL000308,20240707,755,151,13,6,,Completed,INV-202407-000308
309,SAL000309,20241018,13,66,6,16,,Completed,INV-202410-000309
310,SAL000310,20221210,851,97,9,18,,Completed,INV-202212-000310
311,SAL000311,20240712,840,288,24,10,,Completed,INV-202407-000311
312,SAL000312,20230321,1,299,25,4,,Completed,INV-202303-000312
313,SAL000313,20230926,779,153,13,7,,Completed,INV-202309-000313
314,SAL000314,20230727,263,222,19,8,,Completed,INV-202307-000314
315,SAL000315,20251024,405,173,15,4,18.0,Completed,INV-202510-000315
316,SAL000316,20240417,195,120,10,18,,Completed,INV-202404-000316
317,SAL000317,20241210,836,271,23,11,36.0,Pending,INV-202412-000317
318,SAL000318,20240527,574,153,13,8,,Completed,INV-202405-000318
319,SAL000319,20250801,775,201,17,13,18.0,Completed,INV-202508-000319
320,SAL000320,20230210,302,107,9,6,,Completed,INV-202302-000320
321,SAL000321,20221112,787,229,20,4,,Completed,INV-202211-000321
322,SAL000322,20260727,541,144,12,14,42.0,Completed,INV-202607-000322
323,SAL000323,20251025,941,179,15,10,,Completed,INV-202510-000323
324,SAL000324,20250331,38,125,11,10,,Completed,INV-202503-000324
325,SAL000325,20230622,735,176,15,7,,Completed,INV-202306-000325
326,SAL000326,20240703,609,177,15,10,,Completed,INV-202407-000326
327,SAL000327,20240505,327,191,16,8,,Completed,INV-202405-000327
328,SAL000328,20230917,675,298,25,5,,Completed,INV-202309-000328
329,SAL000329,20260218,414,251,21,14,,Completed,INV-202602-000329
330,SAL000330,20220415,744,65,6,17,,Completed,INV-202204-000330
331,SAL000331,20260212,939,264,22,3,45.0,Completed,INV-202602-000331
332,SAL000332,20220904,706,32,3,6,,Completed,INV-202209-000332
333,SAL000333,20230729,140,154,13,6,,Completed,INV-202307-000333
334,SAL000334,20250124,346,14,2,15,,Completed,INV-202501-000334
335,SAL000335,20251125,226,273,23,3,,Completed,INV-202511-000335
336,SAL000336,20251014,446,160,14,10,,Completed,INV-202510-000336
337,SAL000337,20220114,336,159,14,17,,Completed,INV-202201-000337
338,SAL000338,20250311,339,299,25,10,,Completed,INV-202503-000338
339,SAL000339,20250121,983,130,11,4,,Completed,INV-202501-000339
340,SAL000340,20220317,788,131,11,10,,Completed,INV-202203-000340
341,SAL000341,20260220,434,280,24,2,19.0,Completed,INV-202602-000341
342,SAL000342,20250515,786,167,14,6,,Completed,INV-202505-000342
343,SAL000343,20241113,436,170,15,6,,Completed,INV-202411-000343
344,SAL000344,20220922,942,31,3,6,,Completed,INV-202209-000344
345,SAL000345,20260308,44,270,23,7,39.0,Completed,INV-202603-000345
346,SAL000346,20260418,500,208,18,2,,Completed,INV-202604-000346
347,SAL000347,20250223,68,295,25,7,36.0,Completed,INV-202502-000347
348,SAL000348,20220221,711,204,17,4,,Completed,INV-202202-000348
349,SAL000349,20221026,498,264,22,6,,Completed,INV-202210-000349
350,SAL000350,20220420,484,213,18,18,,Completed,INV-202204-000350
351,SAL000351,20220423,992,118,10,10,,Pending,INV-202204-000351
352,SAL000352,20241204,649,140,12,4,,Completed,INV-202412-000352
353,SAL000353,20221030,714,172,15,5,,Completed,INV-202210-000353
354,SAL000354,20230719,350,147,13,18,,Completed,INV-202307-000354
355,SAL000355,20230714,195,246,21,15,,Completed,INV-202307-000355
356,SAL000356,20230616,333,107,9,18,,Pending,INV-202306-000356
357,SAL000357,20240620,753,168,14,7,,Completed,INV-202406-000357
358,SAL000358,20251107,47,122,11,16,30.0,Completed,INV-202511-000358
359,SAL000359,20230530,906,164,14,10,,Completed,INV-202305-000359
360,SAL000360,20251031,833,201,17,16,44.0,Completed,INV-202510-000360
361,SAL000361,20220527,164,33,3,14,,Completed,INV-202205-000361
362,SAL000362,20240905,724,24,2,8,17.0,Completed,INV-202409-000362
363,SAL000363,20260719,446,153,13,5,,Completed,INV-202607-000363
364,SAL000364,20260513,399,125,11,12,,Completed,INV-202605-000364
365,SAL000365,20221130,814,107,9,17,,Completed,INV-202211-000365
366,SAL000366,20231217,138,239,20,10,,Completed,INV-202312-000366
367,SAL000367,20250308,573,86,8,1,,Completed,INV-202503-000367
368,SAL000368,20250822,251,52,5,13,,Completed,INV-202508-000368
369,SAL000369,20220707,435,180,15,5,,Completed,INV-202207-000369
370,SAL000370,20250905,270,295,25,17,,Completed,INV-202509-000370
371,SAL000371,20250422,197,31,3,8,,Completed,INV-202504-000371
372,SAL000372,20221114,944,16,2,3,,Completed,INV-202211-000372
373,SAL000373,20260414,909,240,20,11,,Completed,INV-202604-000373
374,SAL000374,20220425,322,53,5,16,,Completed,INV-202204-000374
375,SAL000375,20251014,464,18,2,10,,Completed,INV-202510-000375
376,SAL000376,20220926,581,291,25,12,,Completed,INV-202209-000376
377,SAL000377,20250112,134,236,20,9,27.0,Completed,INV-202501-000377
378,SAL000378,20250904,1000,14,2,17,25.0,Completed,INV-202509-000378
379,SAL000379,20260221,930,195,17,15,26.0,Completed,INV-202602-000379
380,SAL000380,20240224,620,245,21,17,,Completed,INV-202402-000380
381,SAL000381,20230708,530,218,19,10,,Completed,INV-202307-000381
382,SAL000382,20240202,615,96,8,3,,Completed,INV-202402-000382
383,SAL000383,20230809,324,236,20,17,,Completed,INV-202308-000383
384,SAL000384,20220925,251,217,19,15,,Completed,INV-202209-000384
385,SAL000385,20260402,652,85,8,6,,Completed,INV-202604-000385
386,SAL000386,20250510,546,97,9,5,,Completed,INV-202505-000386
387,SAL000387,20231224,737,220,19,3,,Completed,INV-202312-000387
388,SAL000388,20220119,87,247,21,17,,Completed,INV-202201-000388
389,SAL000389,20220313,880,253,22,12,,Completed,INV-202203-000389
390,SAL000390,20251107,880,268,23,18,,Completed,INV-202511-000390
391,SAL000391,20240311,46,33,3,14,,Pending,INV-202403-000391
392,SAL000392,20231021,833,163,14,18,,Completed,INV-202310-000392
393,SAL000393,20250801,261,184,16,11,,Completed,INV-202508-000393
394,SAL000394,20251107,316,39,4,18,,Completed,INV-202511-000394
395,SAL000395,20230401,677,202,17,12,,Completed,INV-202304-000395
396,SAL000396,20220914,798,118,10,15,,Completed,INV-202209-000396
397,SAL000397,20240215,51,251,21,13,,Completed,INV-202402-000397
398,SAL000398,20230604,98,42,4,5,,Completed,INV-202306-000398
399,SAL000399,20220531,277,248,21,7,,Completed,INV-202205-000399
400,SAL000400,20240118,125,30,3,4,,Completed,INV-202401-000400
401,SAL000401,20240115,51,257,22,6,,Completed,INV-202401-000401
402,SAL000402,20230225,170,178,15,10,,Completed,INV-202302-000402
