stock_key,stock_code,product_key,store_key,stock_date_key,total_stock,available_stock,damaged_stock,reorder_point,reorder_quantity,stock_status,last_stock_opname
39,STK000039,3,2,20261029,128,9,0,40,80,Low Stock,2026-11-13
40,STK000040,3,4,20241212,236,104,0,40,80,Normal,2024-12-23
41,STK000041,3,6,20260804,63,36,0,40,80,Low Stock,2026-08-31
42,STK000042,3,7,20230417,193,90,0,40,80,Normal,2023-05-06
43,STK000043,3,8,20230921,211,140,11,40,80,Normal,2023-10-11
44,STK000044,3,11,20240323,321,135,0,40,80,Normal,2024-04-02
45,STK000045,3,12,20250107,200,97,18,40,80,Normal,2025-02-01
46,STK000046,3,14,20270108,574,6,12,40,80,Low Stock,2027-01-21
47,STK000047,3,18,20260318,477,383,0,40,80,Overstock,2026-03-28
48,STK000048,3,19,20260327,478,156,0,40,80,Normal,2026-04-11
49,STK000049,3,20,20250321,112,51,0,40,80,Normal,2025-03-31
50,STK000050,3,21,20240805,351,8,0,40,80,Low Stock,2024-08-21
51,STK000051,3,22,20260728,370,242,0,40,80,Overstock,2026-08-21
52,STK000052,3,23,20260528,686,19,0,40,80,Low Stock,2026-06-23
53,STK000053,3,25,20220412,224,30,0,40,80,Low Stock,2022-05-02
54,STK000054,4,1,20230705,144,64,0,30,50,Normal,2023-07-29
55,STK000055,4,2,20261218,95,42,0,30,50,Normal,2026-12-30
56,STK000056,4,5,20250325,171,44,0,30,50,Normal,2025-04-04
57,STK000057,4,7,20240209,200,107,1,30,50,Overstock,2024-03-09
58,STK000058,4,8,20260709,124,96,0,30,50,Normal,2026-08-05
59,STK000059,4,9,20251011,228,39,0,30,50,Normal,2025-11-07
60,STK000060,4,12,20231104,40,14,0,30,50,Low Stock,2023-11-25
61,STK000061,4,13,20230406,123,64,0,30,50,Normal,2023-04-13
62,STK000062,4,14,20231204,142,86,0,30,50,Normal,2023-12-18
63,STK000063,4,15,20240120,68,20,0,30,50,Low Stock,2024-01-30
64,STK000064,4,16,20240427,205,94,0,30,50,Normal,2024-05-08
65,STK000065,4,17,20250421,160,23,0,30,50,Low Stock,2025-04-29
66,STK000066,4,18,20250814,168,31,0,30,50,Low Stock,2025-09-01
67,STK000067,4,19,20220904,89,11,0,30,50,Low Stock,2022-09-11
68,STK000068,4,21,20241102,376,94,0,30,50,Normal,2024-11-25
69,STK000069,4,23,20230701,139,130,0,30,50,Overstock,2023-07-11
70,STK000070,4,24,20220831,376,276,0,30,50,Overstock,2022-09-11
71,STK000071,4,25,20220524,50,45,0,30,50,Normal,2022-06-12
72,STK000072,5,1,20261202,18,6,0,5,10,Normal,2026-12-31
73,STK000073,5,2,20240229,23,14,0,5,10,Normal,2024-03-23
74,STK000074,5,3,20251102,17,2,0,5,10,Low Stock,2025-11-30
75,STK000075,5,9,20240819,17,5,0,5,10,Low Stock,2024-09-06
76,STK000076,5,10,20260530,48,43,0,5,10,Overstock,2026-06-29
77,STK000077,5,12,20230519,9,6,0,5,10,Normal,2023-06-09
78,STK000078,5,13,20220119,5,0,0,5,10,Out of Stock,2022-01-29
79,STK000079,5,15,20260219,69,32,0,5,10,Overstock,2026-03-10
80,STK000080,5,16,20240628,54,26,0,5,10,Overstock,2024-07-18
81,STK000081,5,19,20250615,37,30,0,5,10,Overstock,2025-06-23
82,STK000082,5,23,20250330,25,11,0,5,10,Normal,2025-04-21
83,STK000083,5,25,20221225,15,11,0,5,10,Normal,2023-01-16
84,STK000084,6,2,20260614,26,16,0,3,8,Overstock,2026-07-14
85,STK000085,6,3,20231101,46,3,0,3,8,Low Stock,2023-11-29
86,STK000086,6,4,20250706,41,16,0,3,8,Normal,2025-07-26
87,STK000087,6,5,20250524,29,4,0,3,8,Normal,2025-06-12
88,STK000088,6,6,20260909,19,4,0,3,8,Normal,2026-09-21
89,STK000089,6,7,20250323,24,22,0,3,8,Overstock,2025-04-06
90,STK000090,6,8,20241106,40,15,0,3,8,Normal,2024-11-22
91,STK000091,6,9,20260308,29,18,0,3,8,Overstock,2026-03-19
92,STK000092,6,10,20260101,27,13,0,3,8,Normal,2026-01-31
93,STK000093,6,11,20230525,7,4,0,3,8,Low Stock,2023-06-23
94,STK000094,6,12,20250525,14,6,0,3,8,Normal,2025-06-13
95,STK000095,6,13,20260311,10,10,0,3,8,Normal,2026-03-25
96,STK000096,6,14,20260419,9,0,0,3,8,Out of Stock,2026-05-06
97,STK000097,6,16,20250116,5,1,0,3,8,Low Stock,2025-02-09
98,STK000098,6,20,20260826,16,4,1,3,8,Normal,2026-09-09
99,STK000099,6,22,20251208,44,5,0,3,8,Normal,2025-12-19
100,STK000100,6,23,20260203,13,6,0,3,8,Normal,2026-02-11
101,STK000101,7,1,20261107,65,44,3,40,80,Normal,2026-12-06
102,STK000102,7,2,20260519,408,26,8,40,80,Low Stock,2026-06-09
103,STK000103,7,4,20231217,158,139,1,40,80,Normal,2024-01-13
104,STK000104,7,5,20250115,56,19,0,40,80,Low Stock,2025-02-12
105,STK000105,7,8,20251225,382,358,0,40,80,Overstock,2026-01-10
106,STK000106,7,9,20250929,502,358,5,40,80,Overstock,2025-10-20
107,STK000107,7,10,20260405,575,28,0,40,80,Low Stock,2026-04-24
108,STK000108,7,11,20260519,624,81,0,40,80,Normal,2026-06-15
109,STK000109,7,12,20251108,57,2,6,40,80,Low Stock,2025-12-02
110,STK000110,7,13,20260923,273,41,0,40,80,Normal,2026-10-09
111,STK000111,7,14,20260211,308,65,0,40,80,Normal,2026-02-24
112,STK000112,7,15,20250707,251,209,0,40,80,Overstock,2025-07-16
113,STK000113,7,16,20230520,118,33,0,40,80,Low Stock,2023-06-14
114,STK000114,7,17,20260725,824,435,0,40,80,Overstock,2026-08-15
115,STK000115,7,18,20231209,141,67,0,40,80,Normal,2024-01-02
116,STK000116,7,19,20230903,86,41,0,40,80,Normal,2023-09-13
117,STK000117,7,20,20230804,141,134,0,40,80,Normal,2023-08-31
118,STK000118,7,21,20250415,413,389,0,40,80,Overstock,2025-04-29
119,STK000119,7,23,20230502,210,186,0,40,80,Overstock,2023-05-26
120,STK000120,7,25,20250625,145,49,7,40,80,Normal,2025-07-07
121,STK000121,8,1,20230817,106,95,0,20,40,Overstock,2023-09-11
122,STK000122,8,4,20221111,126,117,0,20,40,Overstock,2022-11-22
123,STK000123,8,5,20250124,62,45,0,20,40,Normal,2025-02-02
124,STK000124,8,6,20260828,116,106,0,20,40,Overstock,2026-09-23
125,STK000125,8,7,20230812,124,119,0,20,40,Overstock,2023-09-08
126,STK000126,8,8,20241001,404,52,0,20,40,Normal,2024-10-26
127,STK000127,8,9,20241231,256,228,0,20,40,Overstock,2025-01-11
128,STK000128,8,10,20250407,190,141,0,20,40,Overstock,2025-05-06
129,STK000129,8,11,20230514,184,40,0,20,40,Normal,2023-06-04
130,STK000130,8,12,20250616,329,71,0,20,40,Normal,2025-06-26
131,STK000131,8,14,20260308,117,81,0,20,40,Overstock,2026-03-28
132,STK000132,8,15,20260704,395,74,0,20,40,Normal,2026-07-26
133,STK000133,8,17,20250705,87,64,0,20,40,Normal,2025-07-16
134,STK000134,8,18,20230321,103,78,2,20,40,Normal,2023-03-28
135,STK000135,8,19,20230815,220,84,0,20,40,Overstock,2023-09-01
136,STK000136,8,20,20250711,132,83,0,20,40,Overstock,2025-08-08
137,STK000137,8,21,20261013,192,30,0,20,40,Normal,2026-10-20
138,STK000138,8,22,20220925,86,86,0,20,40,Overstock,2022-10-18
139,STK000139,8,23,20240513,174,18,0,20,40,Low Stock,2024-06-10
140,STK000140,8,24,20220715,153,18,0,20,40,Low Stock,2022-07-29
141,STK000141,8,25,20220810,278,15,0,20,40,Low Stock,2022-09-05
142,STK000142,9,1,20250905,87,81,0,30,50,Normal,2025-10-05
143,STK000143,9,2,20230120,191,50,2,30,50,Normal,2023-01-31
144,STK000144,9,4,20250508,45,0,0,30,50,Out of Stock,2025-05-22
145,STK000145,9,5,20251110,83,50,0,30,50,Normal,2025-12-08
146,STK000146,9,6,20260915,64,14,0,30,50,Low Stock,2026-10-13
147,STK000147,9,7,20240413,85,41,0,30,50,Normal,2024-05-10
148,STK000148,9,8,20250103,58,38,0,30,50,Normal,2025-01-30
149,STK000149,9,12,20240930,131,116,0,30,50,Overstock,2024-10-27
150,STK000150,9,15,20230901,70,48,0,30,50,Normal,2023-09-21
151,STK000151,9,20,20260524,242,210,0,30,50,Overstock,2026-06-11
152,STK000152,9,23,20250623,208,111,0,30,50,Overstock,2025-07-21
153,STK000153,9,24,20260213,371,49,0,30,50,Normal,2026-02-24
154,STK000154,9,25,20261024,112,42,0,30,50,Normal,2026-11-06
155,STK000155,10,3,20231112,28,14,0,20,40,Low Stock,2023-12-03
156,STK000156,10,4,20220728,101,30,0,20,40,Normal,2022-08-21
157,STK000157,10,5,20221110,88,56,0,20,40,Normal,2022-11-25
158,STK000158,10,6,20261103,97,62,0,20,40,Normal,2026-11-14
159,STK000159,10,7,20260411,171,37,0,20,40,Normal,2026-05-08
160,STK000160,10,8,20250404,312,62,0,20,40,Normal,2025-04-20
161,STK000161,10,10,20260128,365,315,0,20,40,Overstock,2026-02-18
162,STK000162,10,12,20251218,194,111,0,20,40,Overstock,2026-01-15
163,STK000163,10,13,20251023,159,51,0,20,40,Normal,2025-11-13
164,STK000164,10,14,20230306,122,44,0,20,40,Normal,2023-03-19
165,STK000165,10,16,20250925,83,35,0,20,40,Normal,2025-10-06
166,STK000166,10,17,20260910,219,106,0,20,40,Overstock,2026-09-30
167,STK000167,10,19,20240714,111,21,0,20,40,Normal,2024-07-25
168,STK000168,10,20,20230708,47,30,0,20,40,Normal,2023-07-23
169,STK000169,10,22,20250726,221,147,0,20,40,Overstock,2025-08-05
170,STK000170,10,23,20250706,276,194,0,20,40,Overstock,2025-07-21
171,STK000171,10,25,20261230,178,7,0,20,40,Low Stock,2027-01-06
172,STK000172,11,2,20220604,17,6,0,5,10,Normal,2022-06-25
173,STK000173,11,4,20250905,67,64,0,5,10,Overstock,2025-09-13
174,STK000174,11,5,20250915,61,14,0,5,10,Normal,2025-09-23
175,STK000175,11,7,20250306,23,8,0,5,10,Normal,2025-03-30
176,STK000176,11,10,20260804,46,11,0,5,10,Normal,2026-08-21
177,STK000177,11,11,20230126,34,34,0,5,10,Overstock,2023-02-09
178,STK000178,11,12,20220109,39,28,0,5,10,Overstock,2022-01-16
179,STK000179,11,13,20240929,19,3,0,5,10,Low Stock,2024-10-13
180,STK000180,11,14,20241117,29,2,0,5,10,Low Stock,2024-11-29
181,STK000181,11,15,20240209,33,6,0,5,10,Normal,2024-02-26
182,STK000182,11,16,20250731,37,30,0,5,10,Overstock,2025-08-08
183,STK000183,11,17,20250915,36,2,0,5,10,Low Stock,2025-09-28
184,STK000184,11,18,20260730,37,31,0,5,10,Overstock,2026-08-07
185,STK000185,11,20,20251209,93,39,0,5,10,Overstock,2025-12-20
186,STK000186,11,22,20241025,28,6,0,5,10,Normal,2024-11-14
187,STK000187,11,24,20230610,33,25,0,5,10,Overstock,2023-06-30
188,STK000188,11,25,20250213,34,24,0,5,10,Overstock,2025-03-03
189,STK000189,12,1,20220307,58,12,0,20,40,Low Stock,2022-03-17
190,STK000190,12,3,20260317,205,105,8,20,40,Overstock,2026-04-16
191,STK000191,12,5,20260517,38,24,0,20,40,Normal,2026-05-28
192,STK000192,12,6,20240118,119,94,0,20,40,Overstock,2024-01-25
193,STK000193,12,8,20250320,166,52,0,20,40,Normal,2025-03-31
194,STK000194,12,11,20220528,78,2,0,20,40,Low Stock,2022-06-16
195,STK000195,12,12,20240904,123,25,0,20,40,Normal,2024-09-11
196,STK000196,12,16,20250515,87,58,0,20,40,Normal,2025-05-30
197,STK000197,12,17,20240514,150,136,0,20,40,Overstock,2024-06-03
198,STK000198,12,20,20251114,354,272,0,20,40,Overstock,2025-12-14
199,STK000199,12,21,20230904,146,7,0,20,40,Low Stock,2023-09-29
200,STK000200,12,22,20220611,122,83,0,20,40,Overstock,2022-07-09
201,STK000201,12,23,20240516,128,74,0,20,40,Normal,2024-06-01
202,STK000202,12,24,20220727,127,77,0,20,40,Normal,2022-08-18
203,STK000203,13,3,20220604,39,19,0,20,40,Low Stock,2022-06-23
204,STK000204,13,4,20230102,92,47,0,20,40,Normal,2023-01-28
205,STK000205,13,5,20241103,51,27,0,20,40,Normal,2024-11-30
206,STK000206,13,6,20261229,270,70,4,20,40,Normal,2027-01-27
207,STK000207,13,7,20251012,107,61,0,20,40,Normal,2025-10-25
208,STK000208,13,9,20261225,130,107,0,20,40,Overstock,2027-01-15
209,STK000209,13,10,20251114,117,65,0,20,40,Normal,2025-12-06
210,STK000210,13,11,20250922,74,68,0,20,40,Normal,2025-10-17
211,STK000211,13,12,20250407,40,9,0,20,40,Low Stock,2025-05-04
212,STK000212,13,14,20220620,136,79,0,20,40,Normal,2022-07-13
213,STK000213,13,16,20220409,92,11,0,20,40,Low Stock,2022-04-26
214,STK000214,13,17,20250315,130,24,0,20,40,Normal,2025-04-06
215,STK000215,13,18,20231104,109,78,0,20,40,Normal,2023-11-21
216,STK000216,13,20,20260103,205,140,0,20,40,Overstock,2026-01-25
217,STK000217,13,21,20260226,63,7,0,20,40,Low Stock,2026-03-12
218,STK000218,13,24,20231106,105,65,0,20,40,Normal,2023-11-18
219,STK000219,13,25,20230430,35,7,0,20,40,Low Stock,2023-05-19
220,STK000220,14,2,20221026,173,42,0,20,40,Normal,2022-11-24
221,STK000221,14,4,20261116,319,205,0,20,40,Overstock,2026-12-02
222,STK000222,14,5,20240620,204,118,0,20,40,Overstock,2024-07-01
223,STK000223,14,6,20230202,75,20,0,20,40,Low Stock,2023-02-18
224,STK000224,14,9,20251002,330,199,11,20,40,Overstock,2025-10-27
225,STK000225,14,12,20260119,313,99,0,20,40,Overstock,2026-02-17
226,STK000226,14,14,20261219,182,85,0,20,40,Overstock,2027-01-18
227,STK000227,14,15,20240926,83,11,0,20,40,Low Stock,2024-10-14
228,STK000228,14,16,20260823,155,109,0,20,40,Overstock,2026-09-10
229,STK000229,14,17,20240608,220,179,0,20,40,Overstock,2024-07-04
230,STK000230,14,21,20221126,93,44,0,20,40,Normal,2022-12-16
231,STK000231,14,22,20231120,51,17,0,20,40,Low Stock,2023-12-18
232,STK000232,14,23,20260815,511,103,0,20,40,Overstock,2026-08-30
233,STK000233,14,24,20251128,72,47,0,20,40,Normal,2025-12-13
234,STK000234,14,25,20251006,30,8,0,20,40,Low Stock,2025-10-14
235,STK000235,15,1,20250120,311,194,0,120,250,Normal,2025-02-18
236,STK000236,15,2,20230409,355,1,0,120,250,Low Stock,2023-05-01
237,STK000237,15,4,20240218,444,202,0,120,250,Normal,2024-03-08
238,STK000238,15,7,20250525,1807,1615,5,120,250,Overstock,2025-06-21
239,STK000239,15,8,20261107,1177,485,0,120,250,Normal,2026-11-17
240,STK000240,15,11,20240403,889,426,0,120,250,Normal,2024-04-13
241,STK000241,15,13,20250731,507,78,0,120,250,Low Stock,2025-08-21
242,STK000242,15,14,20220917,402,291,0,120,250,Normal,2022-09-24
243,STK000243,15,15,20230821,419,260,0,120,250,Normal,2023-09-18
244,STK000244,15,17,20261022,709,244,0,120,250,Normal,2026-11-20
245,STK000245,15,19,20260728,959,583,7,120,250,Overstock,2026-08-15
246,STK000246,15,20,20260608,706,378,0,120,250,Normal,2026-06-15
247,STK000247,15,21,20250122,582,187,0,120,250,Normal,2025-02-04
248,STK000248,15,22,20230518,715,432,0,120,250,Normal,2023-06-13
249,STK000249,15,23,20251111,113,37,0,120,250,Low Stock,2025-11-26
250,STK000250,15,25,20240828,378,211,0,120,250,Normal,2024-09-12
251,STK000251,16,1,20250612,65,54,0,10,20,Overstock,2025-06-23
252,STK000252,16,2,20230813,17,14,0,10,20,Normal,2023-08-22
253,STK000253,16,3,20240301,27,4,0,10,20,Low Stock,2024-03-11
254,STK000254,16,6,20260406,76,13,0,10,20,Normal,2026-04-23
255,STK000255,16,7,20260126,107,8,0,10,20,Low Stock,2026-02-03
256,STK000256,16,9,20240506,31,16,0,10,20,Normal,2024-06-04
257,STK000257,16,11,20240725,26,1,0,10,20,Low Stock,2024-08-09
258,STK000258,16,13,20251104,38,23,0,10,20,Normal,2025-11-29
259,STK000259,16,14,20240203,28,23,0,10,20,Normal,2024-02-19
260,STK000260,16,15,20241219,30,26,0,10,20,Normal,2025-01-14
261,STK000261,16,16,20260714,15,9,0,10,20,Low Stock,2026-08-05
262,STK000262,16,17,20230331,67,45,6,10,20,Overstock,2023-04-25
263,STK000263,16,20,20250816,60,4,0,10,20,Low Stock,2025-08-26
264,STK000264,16,21,20220505,74,30,0,10,20,Normal,2022-06-04
265,STK000265,16,22,20250428,95,52,0,10,20,Overstock,2025-05-22
266,STK000266,16,23,20240213,26,26,0,10,20,Normal,2024-02-23
267,STK000267,16,24,20240405,76,42,0,10,20,Overstock,2024-04-12
268,STK000268,17,1,20241107,78,15,2,10,20,Normal,2024-11-19
269,STK000269,17,2,20230813,101,29,0,10,20,Normal,2023-08-30
270,STK000270,17,3,20250423,16,7,0,10,20,Low Stock,2025-05-19
271,STK000271,17,4,20221106,13,1,0,10,20,Low Stock,2022-12-02
272,STK000272,17,8,20220529,37,21,0,10,20,Normal,2022-06-20
273,STK000273,17,9,20220323,45,5,0,10,20,Low Stock,2022-04-12
274,STK000274,17,10,20260507,109,18,0,10,20,Normal,2026-05-15
275,STK000275,17,11,20250211,27,0,0,10,20,Out of Stock,2025-02-28
276,STK000276,17,12,20240824,107,59,0,10,20,Overstock,2024-09-15
277,STK000277,17,13,20221216,41,39,0,10,20,Normal,2023-01-13
278,STK000278,17,14,20250811,41,4,0,10,20,Low Stock,2025-09-03
279,STK000279,17,16,20261127,43,10,0,10,20,Low Stock,2026-12-13
280,STK000280,17,17,20251227,126,31,0,10,20,Normal,2026-01-03
281,STK000281,17,18,20250425,69,20,0,10,20,Normal,2025-05-10
282,STK000282,17,19,20250608,59,21,0,10,20,Normal,2025-07-03
283,STK000283,17,21,20261219,93,77,0,10,20,Overstock,2027-01-09
284,STK000284,17,22,20231013,70,5,0,10,20,Low Stock,2023-10-25
285,STK000285,17,23,20261126,49,46,0,10,20,Overstock,2026-12-05
286,STK000286,17,24,20251218,50,31,0,10,20,Normal,2025-12-25
287,STK000287,17,25,20220425,69,63,0,10,20,Overstock,2022-05-19
288,STK000288,18,5,20230307,59,35,0,10,20,Normal,2023-04-05
289,STK000289,18,6,20240928,41,3,0,10,20,Low Stock,2024-10-23
290,STK000290,18,8,20251102,23,17,0,10,20,Normal,2025-11-09
291,STK000291,18,10,20230701,12,5,0,10,20,Low Stock,2023-07-30
292,STK000292,18,13,20261230,88,65,0,10,20,Overstock,2027-01-19
293,STK000293,18,14,20240201,157,17,0,10,20,Normal,2024-02-10
294,STK000294,18,15,20260307,47,36,0,10,20,Normal,2026-03-19
295,STK000295,18,16,20240213,46,38,0,10,20,Normal,2024-02-21
296,STK000296,18,17,20250408,79,73,0,10,20,Overstock,2025-04-15
297,STK000297,18,18,20220215,23,17,0,10,20,Normal,2022-03-07
298,STK000298,18,19,20250607,32,30,0,10,20,Normal,2025-06-25
299,STK000299,18,20,20250213,43,2,0,10,20,Low Stock,2025-03-03
300,STK000300,18,21,20250923,87,11,0,10,20,Normal,2025-10-01
301,STK000301,18,23,20260913,15,12,0,10,20,Normal,2026-10-08
302,STK000302,18,24,20261215,139,25,0,10,20,Normal,2027-01-06
303,STK000303,18,25,20240127,28,23,0,10,20,Normal,2024-02-14
304,STK000304,19,1,20260726,425,46,0,40,80,Normal,2026-08-25
305,STK000305,19,2,20241217,87,87,0,40,80,Normal,2025-01-09
306,STK000306,19,3,20260317,286,228,0,40,80,Overstock,2026-04-03
307,STK000307,19,4,20230330,214,136,0,40,80,Normal,2023-04-25
308,STK000308,19,6,20260107,154,91,0,40,80,Normal,2026-02-03
309,STK000309,19,8,20260120,87,3,0,40,80,Low Stock,2026-02-06
310,STK000310,19,9,20241027,30,25,0,40,80,Low Stock,2024-11-12
311,STK000311,19,10,20260312,570,267,0,40,80,Overstock,2026-04-08
312,STK000312,19,12,20240704,392,85,0,40,80,Normal,2024-07-14
313,STK000313,19,13,20260322,375,36,0,40,80,Low Stock,2026-04-13
314,STK000314,19,15,20261002,382,333,0,40,80,Overstock,2026-10-10
315,STK000315,19,16,20261010,85,41,0,40,80,Normal,2026-10-27
316,STK000316,19,17,20241104,245,102,0,40,80,Normal,2024-11-16
317,STK000317,19,20,20240607,240,96,0,40,80,Normal,2024-07-02
318,STK000318,19,21,20261013,577,528,0,40,80,Overstock,2026-11-03
319,STK000319,19,23,20220802,43,10,0,40,80,Low Stock,2022-08-13
320,STK000320,19,25,20250425,345,345,0,40,80,Overstock,2025-05-05
321,STK000321,20,4,20250318,187,67,0,20,40,Normal,2025-03-26
322,STK000322,20,5,20260521,55,16,0,20,40,Low Stock,2026-05-28
323,STK000323,20,6,20251129,240,217,0,20,40,Overstock,2025-12-18
324,STK000324,20,8,20261112,143,93,0,20,40,Overstock,2026-11-29
325,STK000325,20,11,20240907,329,310,0,20,40,Overstock,2024-10-06
326,STK000326,20,12,20250630,277,101,0,20,40,Overstock,2025-07-19
327,STK000327,20,14,20251104,104,72,0,20,40,Normal,2025-12-02
328,STK000328,20,16,20250410,193,118,0,20,40,Overstock,2025-05-04
329,STK000329,20,18,20260909,154,89,0,20,40,Overstock,2026-10-04
330,STK000330,20,19,20230827,49,6,0,20,40,Low Stock,2023-09-24
331,STK000331,20,20,20260716,288,60,0,20,40,Normal,2026-08-08
332,STK000332,20,21,20240328,92,27,0,20,40,Normal,2024-04-24
333,STK000333,20,23,20260530,185,168,0,20,40,Overstock,2026-06-22
334,STK000334,21,1,20260305,216,45,0,40,80,Normal,2026-03-25
335,STK000335,21,5,20260628,178,3,0,40,80,Low Stock,2026-07-21
336,STK000336,21,6,20260512,511,392,0,40,80,Overstock,2026-06-09
337,STK000337,21,8,20250410,166,118,5,40,80,Normal,2025-04-20
338,STK000338,21,10,20231017,277,168,0,40,80,Overstock,2023-10-24
339,STK000339,21,11,20241008,72,2,0,40,80,Low Stock,2024-11-05
340,STK000340,21,13,20230906,217,158,0,40,80,Normal,2023-09-18
341,STK000341,21,18,20260419,39,25,0,40,80,Low Stock,2026-05-14
342,STK000342,21,20,20230428,445,399,0,40,80,Overstock,2023-05-11
343,STK000343,21,21,20240205,478,89,0,40,80,Normal,2024-03-06
344,STK000344,21,22,20240414,60,30,0,40,80,Low Stock,2024-05-14
345,STK000345,21,23,20260528,179,113,0,40,80,Normal,2026-06-16
346,STK000346,22,3,20240115,410,119,0,100,200,Normal,2024-02-02
347,STK000347,22,4,20231028,345,105,0,100,200,Normal,2023-11-18
348,STK000348,22,6,20261018,449,10,0,100,200,Low Stock,2026-10-25
349,STK000349,22,7,20240426,763,548,0,100,200,Overstock,2024-05-17
350,STK000350,22,8,20260518,1277,77,0,100,200,Low Stock,2026-06-12
351,STK000351,22,9,20250513,791,262,0,100,200,Normal,2025-05-31
352,STK000352,22,10,20240617,369,71,0,100,200,Low Stock,2024-07-13
353,STK000353,22,13,20231019,426,187,0,100,200,Normal,2023-11-14
354,STK000354,22,15,20230216,212,145,0,100,200,Normal,2023-02-26
355,STK000355,22,17,20261223,776,467,0,100,200,Overstock,2027-01-11
356,STK000356,22,21,20250331,744,445,10,100,200,Overstock,2025-04-20
357,STK000357,22,22,20241118,108,2,0,100,200,Low Stock,2024-11-29
358,STK000358,22,23,20250119,418,413,0,100,200,Overstock,2025-02-16
359,STK000359,22,24,20230320,168,75,0,100,200,Low Stock,2023-04-03
360,STK000360,22,25,20261208,1059,58,0,100,200,Low Stock,2027-01-05
361,STK000361,23,2,20261214,495,277,0,40,80,Overstock,2026-12-28
362,STK000362,23,3,20260219,229,39,0,40,80,Low Stock,2026-03-17
363,STK000363,23,4,20250426,91,46,0,40,80,Normal,2025-05-23
364,STK000364,23,6,20220522,347,229,0,40,80,Overstock,2022-06-18
365,STK000365,23,7,20251215,58,41,0,40,80,Normal,2025-12-24
366,STK000366,23,8,20261204,729,275,0,40,80,Overstock,2026-12-14
367,STK000367,23,9,20230928,163,70,0,40,80,Normal,2023-10-12
368,STK000368,23,12,20230806,314,169,0,40,80,Overstock,2023-08-20
369,STK000369,23,13,20221215,285,181,0,40,80,Overstock,2022-12-26
370,STK000370,23,14,20230204,67,46,0,40,80,Normal,2023-02-22
371,STK000371,23,16,20250823,31,30,0,40,80,Low Stock,2025-09-13
372,STK000372,23,17,20220611,150,123,0,40,80,Normal,2022-07-08
373,STK000373,23,19,20230915,292,158,0,40,80,Normal,2023-10-01
374,STK000374,23,20,20250613,378,192,0,40,80,Overstock,2025-07-10
375,STK000375,23,21,20261017,161,72,0,40,80,Normal,2026-11-06
376,STK000376,23,23,20240715,504,172,1,40,80,Overstock,2024-07-27
